0.062893	{"30761"}	15900.000000	money per car
0.029851	{"30760"}	33500.000000	money per car
0.628931	{"30761"}	15900.000000	money per car
0.298507	{"30760"}	33500.000000	money per car
2.985075	{"30760"}	33500.000000	money per car
6.289308	{"30761"}	15900.000000	money per car
29.850746	{"30760"}	33500.000000	money per car
62.893082	{"30761"}	15900.000000	money per car
0.087600	{"30744"}	114155.251142	area per time
0.876000	{"30744"}	114155.251142	area per time
8.760000	{"30744"}	114155.251142	area per time
87.600000	{"30744"}	114155.251142	area per time
0.095564	{"30665"}	10.464231	gun per time
0.955636	{"30665"}	10.464231	gun per time
9.556364	{"30665"}	10.464231	gun per time
95.563636	{"30665"}	10.464231	gun per time
0.080862	{"30586","30663"}	0.012367	dog
0.808615	{"30586","30663"}	0.012367	dog
8.086152	{"30586","30663"}	0.012367	dog
0.013477	{"30702","30663"}	7.420091	dog
0.134769	{"30702","30663"}	7.420091	dog
80.861522	{"30586","30663"}	0.012367	dog
1.347692	{"30702","30663"}	7.420091	dog
0.044923	{"30587","30663"}	222.602740	dog
0.022462	{"30588","30663"}	445.205479	dog
0.022462	{"30701","30663"}	445.205479	dog
0.014974	{"30589","30663"}	667.808219	dog
0.449231	{"30587","30663"}	222.602740	dog
0.224615	{"30588","30663"}	445.205479	dog
0.224615	{"30701","30663"}	445.205479	dog
0.149744	{"30589","30663"}	667.808219	dog
13.476923	{"30702","30663"}	7.420091	dog
0.070931	{"30590","30663"}	1409.817352	dog
0.028077	{"30591","30663"}	3561.643836	dog
0.709312	{"30590","30663"}	1409.817352	dog
1.497436	{"30589","30663"}	667.808219	dog
2.246154	{"30588","30663"}	445.205479	dog
2.246154	{"30701","30663"}	445.205479	dog
0.280769	{"30591","30663"}	3561.643836	dog
4.492308	{"30587","30663"}	222.602740	dog
0.093590	{"30704","30663"}	10684.931507	dog
0.013370	{"30705","30663"}	74794.520548	dog
0.935897	{"30704","30663"}	10684.931507	dog
2.807692	{"30591","30663"}	3561.643836	dog
7.093117	{"30590","30663"}	1409.817352	dog
0.133700	{"30705","30663"}	74794.520548	dog
14.974359	{"30589","30663"}	667.808219	dog
22.461538	{"30588","30663"}	445.205479	dog
22.461538	{"30701","30663"}	445.205479	dog
44.923077	{"30587","30663"}	222.602740	dog
1.336996	{"30705","30663"}	74794.520548	dog
9.358974	{"30704","30663"}	10684.931507	dog
28.076923	{"30591","30663"}	3561.643836	dog
70.931174	{"30590","30663"}	1409.817352	dog
13.369963	{"30705","30663"}	74794.520548	dog
0.064103	{"30592","30663"}	15600000.000000	dog
0.021368	{"30594","30663"}	46800000.000000	dog
0.012821	{"30662"}	78000000.000000	dog
93.589744	{"30704","30663"}	10684.931507	dog
0.641026	{"30592","30663"}	15600000.000000	dog
0.213675	{"30594","30663"}	46800000.000000	dog
0.128205	{"30662"}	78000000.000000	dog
0.032457	{"30593","30663"}	308100000.000000	dog
0.017094	{"30595","30663"}	585000000.000000	dog
1.282051	{"30662"}	78000000.000000	dog
2.136752	{"30594","30663"}	46800000.000000	dog
0.324570	{"30593","30663"}	308100000.000000	dog
0.170940	{"30595","30663"}	585000000.000000	dog
6.410256	{"30592","30663"}	15600000.000000	dog
1.709402	{"30595","30663"}	585000000.000000	dog
3.245699	{"30593","30663"}	308100000.000000	dog
12.820513	{"30662"}	78000000.000000	dog
21.367521	{"30594","30663"}	46800000.000000	dog
64.102564	{"30592","30663"}	15600000.000000	dog
0.057338	{"30586","30665"}	0.017440	gun
0.573382	{"30586","30665"}	0.017440	gun
5.733817	{"30586","30665"}	0.017440	gun
0.058824	{"30703","30667"}	1.700000	gun
0.023159	{"30649","30667"}	4.318000	gun
0.022727	{"30666"}	4.400000	gun
0.588235	{"30703","30667"}	1.700000	gun
0.231589	{"30649","30667"}	4.318000	gun
0.227273	{"30666"}	4.400000	gun
0.095564	{"30702","30665"}	10.464231	gun
57.338170	{"30586","30665"}	0.017440	gun
0.955636	{"30702","30665"}	10.464231	gun
2.272727	{"30666"}	4.400000	gun
2.315887	{"30649","30667"}	4.318000	gun
5.882353	{"30703","30667"}	1.700000	gun
0.081699	{"30632","30667"}	122.400000	gun
0.031855	{"30587","30665"}	313.926941	gun
0.019608	{"30633","30667"}	510.000000	gun
0.015927	{"30588","30665"}	627.853881	gun
0.015927	{"30701","30665"}	627.853881	gun
0.010618	{"30589","30665"}	941.780822	gun
0.816993	{"30632","30667"}	122.400000	gun
0.318545	{"30587","30665"}	313.926941	gun
0.196078	{"30633","30667"}	510.000000	gun
0.159273	{"30588","30665"}	627.853881	gun
0.159273	{"30701","30665"}	627.853881	gun
0.106182	{"30589","30665"}	941.780822	gun
9.556364	{"30702","30665"}	10.464231	gun
0.050297	{"30590","30665"}	1988.203957	gun
22.727273	{"30666"}	4.400000	gun
23.158870	{"30649","30667"}	4.318000	gun
0.039268	{"30657","30667"}	2546.600000	gun
0.019909	{"30591","30665"}	5022.831050	gun
0.019627	{"30655","30667"}	5094.900000	gun
58.823529	{"30703","30667"}	1.700000	gun
1.061818	{"30589","30665"}	941.780822	gun
1.592727	{"30588","30665"}	627.853881	gun
1.592727	{"30701","30665"}	627.853881	gun
1.960784	{"30633","30667"}	510.000000	gun
0.502967	{"30590","30665"}	1988.203957	gun
0.392680	{"30657","30667"}	2546.600000	gun
3.185455	{"30587","30665"}	313.926941	gun
0.199091	{"30591","30665"}	5022.831050	gun
0.196275	{"30655","30667"}	5094.900000	gun
8.169935	{"30632","30667"}	122.400000	gun
0.066364	{"30704","30665"}	15068.493151	gun
0.036455	{"30624","30667"}	27431.200000	gun
0.034602	{"30636","30667"}	28900.000000	gun
95.563636	{"30702","30665"}	10.464231	gun
0.010320	{"30634","30667"}	96900.000000	gun
0.663636	{"30704","30665"}	15068.493151	gun
1.962747	{"30655","30667"}	5094.900000	gun
1.990909	{"30591","30665"}	5022.831050	gun
0.364548	{"30624","30667"}	27431.200000	gun
0.346021	{"30636","30667"}	28900.000000	gun
3.926804	{"30657","30667"}	2546.600000	gun
5.029665	{"30590","30665"}	1988.203957	gun
0.103199	{"30634","30667"}	96900.000000	gun
0.094805	{"30705","30665"}	105479.452055	gun
10.618182	{"30589","30665"}	941.780822	gun
15.927273	{"30588","30665"}	627.853881	gun
15.927273	{"30701","30665"}	627.853881	gun
0.059418	{"30635","30667"}	168300.000000	gun
19.607843	{"30633","30667"}	510.000000	gun
0.032144	{"30637","30667"}	311100.000000	gun
31.854545	{"30587","30665"}	313.926941	gun
81.699346	{"30632","30667"}	122.400000	gun
1.031992	{"30634","30667"}	96900.000000	gun
0.948052	{"30705","30665"}	105479.452055	gun
0.594177	{"30635","30667"}	168300.000000	gun
0.321440	{"30637","30667"}	311100.000000	gun
3.460208	{"30636","30667"}	28900.000000	gun
3.645484	{"30624","30667"}	27431.200000	gun
6.636364	{"30704","30665"}	15068.493151	gun
0.074555	{"30641","30667"}	1341300.000000	gun
0.070244	{"30625","30667"}	1423617.400000	gun
19.627471	{"30655","30667"}	5094.900000	gun
19.909091	{"30591","30665"}	5022.831050	gun
39.268044	{"30657","30667"}	2546.600000	gun
50.296651	{"30590","30665"}	1988.203957	gun
0.011765	{"30647","30667"}	8500000.000000	gun
0.745545	{"30641","30667"}	1341300.000000	gun
0.702436	{"30625","30667"}	1423617.400000	gun
3.214401	{"30637","30667"}	311100.000000	gun
5.941771	{"30635","30667"}	168300.000000	gun
0.117647	{"30647","30667"}	8500000.000000	gun
9.480519	{"30705","30665"}	105479.452055	gun
10.319917	{"30634","30667"}	96900.000000	gun
0.090498	{"30638","30667"}	11050000.000000	gun
0.072052	{"30640","30667"}	13878800.000000	gun
0.070028	{"30626","30667"}	14280000.000000	gun
0.047781	{"30642","30667"}	20928700.000000	gun
0.045455	{"30592","30665"}	22000000.000000	gun
0.037254	{"30644","30667"}	26843000.000000	gun
0.029426	{"30643","30667"}	33983000.000000	gun
34.602076	{"30636","30667"}	28900.000000	gun
36.454840	{"30624","30667"}	27431.200000	gun
0.026414	{"30639","30667"}	37859000.000000	gun
0.021819	{"30628","30667"}	45832000.000000	gun
0.015161	{"30627","30667"}	65960000.000000	gun
0.015152	{"30594","30665"}	66000000.000000	gun
66.363636	{"30704","30665"}	15068.493151	gun
0.014780	{"30648","30667"}	67660000.000000	gun
0.012005	{"30646","30667"}	83300000.000000	gun
0.904977	{"30638","30667"}	11050000.000000	gun
1.176471	{"30647","30667"}	8500000.000000	gun
0.720523	{"30640","30667"}	13878800.000000	gun
0.700280	{"30626","30667"}	14280000.000000	gun
0.477813	{"30642","30667"}	20928700.000000	gun
0.454545	{"30592","30665"}	22000000.000000	gun
0.372537	{"30644","30667"}	26843000.000000	gun
0.294265	{"30643","30667"}	33983000.000000	gun
0.264138	{"30639","30667"}	37859000.000000	gun
0.218188	{"30628","30667"}	45832000.000000	gun
0.151607	{"30627","30667"}	65960000.000000	gun
0.151515	{"30594","30665"}	66000000.000000	gun
0.147798	{"30648","30667"}	67660000.000000	gun
7.024359	{"30625","30667"}	1423617.400000	gun
7.455454	{"30641","30667"}	1341300.000000	gun
0.120048	{"30646","30667"}	83300000.000000	gun
0.098039	{"30656","30667"}	102000000.000000	gun
0.037707	{"30645","30667"}	265200000.000000	gun
0.032258	{"30664"}	310000000.000000	gun
32.144005	{"30637","30667"}	311100.000000	gun
0.023015	{"30593","30665"}	434500000.000000	gun
0.018440	{"30629","30667"}	542300000.000000	gun
59.417706	{"30635","30667"}	168300.000000	gun
0.012121	{"30595","30665"}	825000000.000000	gun
0.011765	{"30654","30667"}	850000000.000000	gun
94.805195	{"30705","30665"}	105479.452055	gun
0.980392	{"30656","30667"}	102000000.000000	gun
