"x"	"name"	"area"
"http://rdf.freebase.com/ns/en.funing_county_yunnan"	"Funing County, Yunnan"	5459
"http://rdf.freebase.com/ns/en.richland_county_montana"	"Richland County"	5446.74499604
"http://rdf.freebase.com/ns/en.moravian-silesian_region"	"Moravian-Silesian Region"	5445
"http://rdf.freebase.com/ns/en.mackinac_county"	"Mackinac County"	5441.56501982
"http://rdf.freebase.com/ns/en.weihai"	"Weihai"	5436
"http://rdf.freebase.com/ns/en.velingara_department"	"Vélingara Department"	5434
"http://rdf.freebase.com/ns/en.shannon_county_south_dakota"	"Shannon County"	5431.20506737
"http://rdf.freebase.com/ns/en.vulcan_county_alberta"	"Vulcan County"	5430
"http://rdf.freebase.com/ns/en.jordao"	"Jordão"	5429
"http://rdf.freebase.com/ns/en.alytus_county"	"Alytus County"	5425
"http://rdf.freebase.com/ns/en.allahabad"	"Allahabad"	5424
"http://rdf.freebase.com/ns/en.sullana_province"	"Sullana Province"	5423.61
"http://rdf.freebase.com/ns/en.aizu"	"Aizu"	5420.69
"http://rdf.freebase.com/ns/en.algarve"	"Algarve"	5412
"http://rdf.freebase.com/ns/en.ingavi_province"	"Ingavi Province"	5410
"http://rdf.freebase.com/ns/en.tsagaannuur"	"Tsagaannuur"	5410
"http://rdf.freebase.com/ns/en.uinta_county"	"Uinta County"	5407.89517438
"http://rdf.freebase.com/ns/en.hatay_province"	"Hatay Province"	5403
"http://rdf.freebase.com/ns/en.yingkou"	"Yingkou"	5402
"http://rdf.freebase.com/ns/en.lake_kariba"	"Lake Kariba"	5400
"http://rdf.freebase.com/ns/en.nampalari"	"Nampalari"	5400
"http://rdf.freebase.com/ns/en.egindikol_district"	"Egindikol District"	5400
"http://rdf.freebase.com/ns/en.national_chambal_wildlife_sanctuary"	"National Chambal Sanctuary"	5400
"http://rdf.freebase.com/ns/en.pauri_garhwal"	"Pauri Garhwal district"	5399
"http://rdf.freebase.com/ns/en.nakad_ri"	"Nakadōri"	5392.95
"http://rdf.freebase.com/ns/en.dunn_county_north_dakota"	"Dunn County"	5392.35524572
"http://rdf.freebase.com/ns/en.terrebonne_parish"	"Terrebonne Parish"	5387.1752695
"http://rdf.freebase.com/ns/en.perth"	"Perth"	5386
"http://rdf.freebase.com/ns/en.neijiang"	"Neijiang"	5386
"http://rdf.freebase.com/ns/en.negros_oriental"	"Negros Oriental"	5385.5
"http://rdf.freebase.com/ns/en.somerset_regional_council"	"Somerset Region"	5381.5
"http://rdf.freebase.com/ns/m.01b6hk"	"Giessen"	5381.14
"http://rdf.freebase.com/ns/en.chumbivilcas_province"	"Chumbivilcas Province"	5371.08
"http://rdf.freebase.com/ns/en.lakefield_national_park"	"Lakefield National Park"	5370
"http://rdf.freebase.com/ns/en.pangasinan"	"Pangasinan"	5368.82
"http://rdf.freebase.com/ns/en.brasov_county"	"Brașov County"	5363
"http://rdf.freebase.com/ns/en.nakhichevan"	"Nakhchivan Autonomous Republic"	5363
"http://rdf.freebase.com/ns/m.04yhc82"	"Temósachi Municipality"	5361.9
"http://rdf.freebase.com/ns/en.suphanburi_province"	"Suphan Buri Province"	5358
"http://rdf.freebase.com/ns/en.kadiolo_cercle"	"Kadiolo Cercle"	5357
"http://rdf.freebase.com/ns/en.bistrita-nasaud_county"	"Bistrița-Năsăud County"	5355
"http://rdf.freebase.com/ns/en.sioux_county_nebraska"	"Sioux County"	5353.50542406
"http://rdf.freebase.com/ns/en.province_of_rome"	"Province of Rome"	5352
"http://rdf.freebase.com/ns/en.chachoengsao_province"	"Chachoengsao Province"	5351
"http://rdf.freebase.com/ns/en.gegharkunik"	"Gegharkunik Province"	5348
"http://rdf.freebase.com/ns/en.istanbul"	"Istanbul"	5343
"http://rdf.freebase.com/ns/en.kainji_national_park"	"Kainji National Park"	5340.82
"http://rdf.freebase.com/ns/en.carbon_county_montana"	"Carbon County"	5340.55548351
"http://rdf.freebase.com/ns/en.swat_pakistan"	"Swat District"	5337
"http://rdf.freebase.com/ns/en.guadalcanal"	"Guadalcanal"	5336
"http://rdf.freebase.com/ns/en.usti_nad_labem_region"	"Ústí nad Labem Region"	5335
"http://rdf.freebase.com/ns/en.gumla_district"	"Gumla district"	5327
"http://rdf.freebase.com/ns/en.suining"	"Suining"	5326
"http://rdf.freebase.com/ns/en.ward_county"	"Ward County"	5325.01555485
"http://rdf.freebase.com/ns/en.murshidabad_district"	"Murshidabad district"	5324
"http://rdf.freebase.com/ns/en.cantabria"	"Cantabria"	5321
"http://rdf.freebase.com/ns/en.bkonni_department"	"Birni-N'Konni Department"	5317
"http://rdf.freebase.com/ns/en.mojiang_hani_autonomous_county"	"Mojiang Hani Autonomous County"	5312
"http://rdf.freebase.com/ns/en.espinar_province"	"Espinar Province"	5311.09
"http://rdf.freebase.com/ns/en.rizhao"	"Rizhao"	5310
"http://rdf.freebase.com/ns/en.las_margaritas_chiapas"	"Las Margaritas, Chiapas"	5307.8
"http://rdf.freebase.com/ns/en.taka_bone_rate_national_park"	"Taka Bone Rate National Park"	5307
"http://rdf.freebase.com/ns/m.04yfqs5"	"Ramos Arizpe Municipality"	5306.6
"http://rdf.freebase.com/ns/en.mayo_danay"	"Mayo-Danay"	5303
"http://rdf.freebase.com/ns/en.morrow_county_oregon"	"Morrow County"	5301.70566186
"http://rdf.freebase.com/ns/en.lake_albert"	"Lake Albert"	5300
"http://rdf.freebase.com/ns/en.bignona_department"	"Bignona Department"	5295
"http://rdf.freebase.com/ns/en.nabarangpur_district"	"Nabarangpur district"	5294
"http://rdf.freebase.com/ns/en.maha_sarakham_province"	"Maha Sarakham Province"	5291.7
"http://rdf.freebase.com/ns/en.bayfield_county"	"Bayfield County"	5288.75572131
"http://rdf.freebase.com/ns/en.cotopaxi_province"	"Cotopaxi"	5287
"http://rdf.freebase.com/ns/en.perth_and_kinross"	"Perth and Kinross"	5286
"http://rdf.freebase.com/ns/en.montezuma_county"	"Montezuma County"	5283.57574509
"http://rdf.freebase.com/ns/en.union_county_oregon"	"Union County"	5280.98575698
"http://rdf.freebase.com/ns/en.shanwei"	"Shanwei"	5271
"http://rdf.freebase.com/ns/en.olomouc_region"	"Olomouc Region"	5267
"http://rdf.freebase.com/ns/en.sebauh_subdistrict"	"Sebauh"	5262.9
"http://rdf.freebase.com/ns/en.sierra_national_forest"	"Sierra National Forest"	5260.918
"http://rdf.freebase.com/ns/en.andreafsky_wilderness"	"Andreafsky Wilderness"	5260.918
"http://rdf.freebase.com/ns/en.aleutian_islands_wilderness"	"Aleutian Islands Wilderness"	5260.918
"http://rdf.freebase.com/ns/en.dja_faunal_reserve"	"Dja Faunal Reserve"	5260
"http://rdf.freebase.com/ns/en.jingdezhen"	"Jingdezhen"	5256
"http://rdf.freebase.com/ns/en.xapuri"	"Xapuri"	5251
"http://rdf.freebase.com/ns/en.qinzhou"	"Qinzhou"	5250
"http://rdf.freebase.com/ns/en.northeast_kingdom"	"Northeast Kingdom"	5250
"http://rdf.freebase.com/ns/en.an_nuqat_al_khams"	"Nuqat al Khams"	5250
"http://rdf.freebase.com/ns/en.lake_nasser"	"Lake Nasser"	5250
"http://rdf.freebase.com/ns/en.baldwin_county"	"Baldwin County"	5249.90589965
"http://rdf.freebase.com/ns/m.04y6d70"	"Guanaceví Municipality"	5246.9
"http://rdf.freebase.com/ns/en.santa_vitoria_do_palmar"	"Santa Vitória do Palmar"	5244
"http://rdf.freebase.com/ns/en.jieyang"	"Jieyang"	5240.5
"http://rdf.freebase.com/ns/en.nazca_province"	"Nazca Province"	5234.24
"http://rdf.freebase.com/ns/en.jaen_province_peru"	"Jaén Province, Peru"	5232.57
"http://rdf.freebase.com/ns/en.ayabaca_province"	"Ayabaca Province"	5230.68
"http://rdf.freebase.com/ns/en.hastings_new_zealand"	"Hastings"	5229
"http://rdf.freebase.com/ns/en.mekinac_regional_county_municipality_quebec"	"Mékinac Regional County Municipality"	5224.85
"http://rdf.freebase.com/ns/en.canton_of_valais"	"Canton of Valais"	5224
"http://rdf.freebase.com/ns/en.lyon_county_nevada"	"Lyon County"	5221.41603044
"http://rdf.freebase.com/ns/en.klaipeda_county"	"Klaipėda County"	5209
"http://rdf.freebase.com/ns/en.saskatoon_metropolitan_area"	"Saskatoon Metropolitan Area"	5206.7
"http://rdf.freebase.com/ns/en.koshigaya"	"Koshigaya"	5206
"http://rdf.freebase.com/ns/en.polk_county_florida"	"Polk County"	5205.87610178
"http://rdf.freebase.com/ns/en.abengourou"	"Abengourou"	5200
"http://rdf.freebase.com/ns/en.mahalangur_himal"	"Mahalangur Himal"	5200
"http://rdf.freebase.com/ns/en.ratchaburi_province"	"Ratchaburi Province"	5196.5
"http://rdf.freebase.com/ns/en.hot_springs_county"	"Hot Springs County"	5195.51614933
"http://rdf.freebase.com/ns/en.nossa_senhora_do_livramento_mato_grosso"	"Nossa Senhora do Livramento, Mato Grosso"	5192.568
"http://rdf.freebase.com/ns/m.0584byn"	"Tamazula Municipality"	5188.1
"http://rdf.freebase.com/ns/en.sangay_national_park"	"Sangay National Park"	5177.65
"http://rdf.freebase.com/ns/en.polk_county"	"Polk County"	5174.79624445
"http://rdf.freebase.com/ns/en.aitkin_county"	"Aitkin County"	5167.02628012
"http://rdf.freebase.com/ns/en.sukkur"	"Sukkur"	5165
"http://rdf.freebase.com/ns/en.delta_county"	"Delta County"	5159.25631579
"http://rdf.freebase.com/ns/en.chiba_prefecture"	"Chiba Prefecture"	5156.15
"http://rdf.freebase.com/ns/en.haire"	"Hairé"	5155
"http://rdf.freebase.com/ns/en.aichi_prefecture"	"Aichi Prefecture"	5153.81
"http://rdf.freebase.com/ns/en.curry_county"	"Curry County"	5151.48635146
"http://rdf.freebase.com/ns/en.radal_siete_tazas_national_reserve"	"Radal Siete Tazas National Park"	5148
"http://rdf.freebase.com/ns/en.province_of_bari"	"Province of Bari"	5138
"http://rdf.freebase.com/ns/en.shimla_district"	"Shimla district"	5131
"http://rdf.freebase.com/ns/en.trinidad_and_tobago"	"Trinidad and Tobago"	5128
"http://rdf.freebase.com/ns/en.liaoyuan"	"Liaoyuan"	5125
"http://rdf.freebase.com/ns/en.lake_mweru"	"Lake Mweru"	5120
"http://rdf.freebase.com/ns/en.riesco"	"Riesco Island"	5110
"http://rdf.freebase.com/ns/en.merced_county"	"Merced County"	5107.45655358
"http://rdf.freebase.com/ns/m.0376xk"	"León Department"	5107
"http://rdf.freebase.com/ns/en.zou_department"	"Zou"	5106
"http://rdf.freebase.com/ns/en.idukki_district"	"Idukki district"	5105.22
"http://rdf.freebase.com/ns/en.ziebach_county"	"Ziebach County"	5104.86656547
"http://rdf.freebase.com/ns/en.rosebud_indian_reservation"	"Rosebud Indian Reservation"	5103.21415306
"http://rdf.freebase.com/ns/en.chamarajanagar_district"	"Chamarajanagar district"	5101
"http://rdf.freebase.com/ns/en.autonomous_silesian_voivodeship"	"Autonomous Silesian Voivodeship - II RP"	5100
"http://rdf.freebase.com/ns/en.sirdaryo_province"	"Sirdaryo Province"	5100
"http://rdf.freebase.com/ns/en.bhiwani"	"Bhiwani"	5099
"http://rdf.freebase.com/ns/en.yongsheng_county"	"Yongsheng County"	5099
"http://rdf.freebase.com/ns/en.huize_county"	"Huize County"	5093
"http://rdf.freebase.com/ns/en.calarasi_county"	"Călărași County"	5088
"http://rdf.freebase.com/ns/en.anchorage"	"Anchorage"	5079.22568318
"http://rdf.freebase.com/ns/en.diamantina_national_park"	"Diamantina National Park"	5070
"http://rdf.freebase.com/ns/en.gambela_national_park"	"Gambela National Park"	5061
"http://rdf.freebase.com/ns/en.tarn_taran_sahib"	"Tarn Taran Sahib"	5059
"http://rdf.freebase.com/ns/en.gonarezhou_national_park"	"Gonarezhou National Park"	5053
"http://rdf.freebase.com/ns/en.burdekin_shire_queensland"	"Shire of Burdekin"	5052.5
"http://rdf.freebase.com/ns/en.bucharest_metropolitan_area"	"Bucharest metropolitan area"	5046.1
"http://rdf.freebase.com/ns/en.la_rioja_spain"	"La Rioja"	5045
"http://rdf.freebase.com/ns/en.lamas_province"	"Lamas Province"	5040.67
"http://rdf.freebase.com/ns/en.kenedy_county"	"Kenedy County"	5040.11686271
"http://rdf.freebase.com/ns/en.toole_county"	"Toole County"	5040.11686271
"http://rdf.freebase.com/ns/en.morton_county"	"Morton County"	5037.5268746
"http://rdf.freebase.com/ns/en.nandurbar_district"	"Nandurbar district"	5035
"http://rdf.freebase.com/ns/en.province_of_laquila"	"Province of L'Aquila"	5034
"http://rdf.freebase.com/ns/en.karbala_governorate"	"Karbala Province"	5034
"http://rdf.freebase.com/ns/en.boso_peninsula"	"Bōsō Peninsula"	5034
"http://rdf.freebase.com/ns/en.mayo_kani"	"Mayo-Kani"	5033
"http://rdf.freebase.com/ns/en.mountrail_county"	"Mountrail County"	5027.16692216
"http://rdf.freebase.com/ns/en.hidalgo_durango"	"Hidalgo Municipality, Durango"	5020.8
"http://rdf.freebase.com/ns/en.flathead_indian_reservation"	"Flathead Indian Reservation"	5020
"http://rdf.freebase.com/ns/en.innoko_wilderness"	"Innoko Wilderness"	5018.106
"http://rdf.freebase.com/ns/en.wollemi_national_park"	"Wollemi National Park"	5017
"http://rdf.freebase.com/ns/en.xiangtan"	"Xiangtan"	5015
"http://rdf.freebase.com/ns/en.longyang_district"	"Longyang District"	5011
"http://rdf.freebase.com/ns/en.liuyang"	"Liuyang"	5007.75
"http://rdf.freebase.com/ns/en.mora_county"	"Mora County"	5006.44701728
"http://rdf.freebase.com/ns/en.alpine_shire"	"Alpine Shire"	5005
"http://rdf.freebase.com/ns/en.cameron_parish"	"Cameron Parish"	5003.85702917
"http://rdf.freebase.com/ns/en.wells_gray_provincial_park"	"Wells Gray Provincial Park"	5000
"http://rdf.freebase.com/ns/en.baviaanskloof_mega_reserve"	"Baviaanskloof Mega Reserve"	5000
"http://rdf.freebase.com/ns/en.reservoir_dozois_quebec"	"Réservoir-Dozois"	4999.52
"http://rdf.freebase.com/ns/en.adams_county_washington"	"Adams County"	4998.67705295
"http://rdf.freebase.com/ns/en.qiubei_county"	"Qiubei County"	4997
"http://rdf.freebase.com/ns/en.xuchang"	"Xuchang"	4996
"http://rdf.freebase.com/ns/en.gunnedah_shire_council"	"Gunnedah Shire"	4994
"http://rdf.freebase.com/ns/en.twin_falls_county"	"Twin Falls County"	4993.49707673
"http://rdf.freebase.com/ns/en.balearic_islands"	"Balearic Islands"	4992
"http://rdf.freebase.com/ns/en.san_ignacio_province"	"San Ignacio Province"	4990.3
"http://rdf.freebase.com/ns/en.botosani_county"	"Botoșani County"	4986
"http://rdf.freebase.com/ns/en.artibonite_department"	"Artibonite Department"	4984
"http://rdf.freebase.com/ns/en.valledupar"	"Valledupar"	4977.66
"http://rdf.freebase.com/ns/en.gelderland"	"Gelderland"	4975
"http://rdf.freebase.com/ns/en.bonner_county"	"Bonner County"	4972.77717185
"http://rdf.freebase.com/ns/en.skagit_county"	"Skagit County"	4972.77717185
"http://rdf.freebase.com/ns/en.fukuoka_prefecture"	"Fukuoka Prefecture"	4971.01
"http://rdf.freebase.com/ns/en.azangaro_province"	"Azángaro Province"	4970.01
"http://rdf.freebase.com/ns/en.sevier_county"	"Sevier County"	4967.59719562
"http://rdf.freebase.com/ns/en.samarahan_division"	"Samarahan Division"	4967.4
"http://rdf.freebase.com/ns/en.san_jose_province"	"San José Province"	4966
"http://rdf.freebase.com/ns/en.essex_county"	"Essex County"	4962.4172194
"http://rdf.freebase.com/ns/en.mandya_district"	"Mandya district"	4961
"http://rdf.freebase.com/ns/en.leoncio_prado_province"	"Leoncio Prado Province"	4952.99
"http://rdf.freebase.com/ns/en.mchenry_county_north_dakota"	"McHenry County"	4952.05726696
"http://rdf.freebase.com/ns/en.luce_county"	"Luce County"	4952.05726696
"http://rdf.freebase.com/ns/en.santa_fe_county"	"Santa Fe County"	4949.46727885
"http://rdf.freebase.com/ns/en.cocle_province"	"Coclé Province"	4946.6
"http://rdf.freebase.com/ns/en.tatau_district"	"Tatau District"	4945.8
"http://rdf.freebase.com/ns/en.kootenay_ranges"	"Kootenay Ranges"	4940
"http://rdf.freebase.com/ns/en.boise_county"	"Boise County"	4939.10732641
"http://rdf.freebase.com/ns/en.bonito_brazil"	"Bonito"	4934
"http://rdf.freebase.com/ns/m.04y97cg"	"Francisco I. Madero Municipality, Coahuila"	4933.9
"http://rdf.freebase.com/ns/en.cebu"	"Cebu"	4932.79
"http://rdf.freebase.com/ns/en.klickitat_county"	"Klickitat County"	4931.33736208
"http://rdf.freebase.com/ns/en.grand_canyon_national_park"	"Grand Canyon National Park"	4926
"http://rdf.freebase.com/ns/en.chinandega_nicaragua"	"Chinandega Department"	4926
"http://rdf.freebase.com/ns/en.mccurtain_county"	"McCurtain County"	4923.56739775
"http://rdf.freebase.com/ns/en.bonneville_county"	"Bonneville County"	4923.56739775
"http://rdf.freebase.com/ns/en.province_of_salerno"	"Province of Salerno"	4923
"http://rdf.freebase.com/ns/en.garamba_national_park"	"Garamba National Park"	4920
"http://rdf.freebase.com/ns/en.north_brabant"	"North Brabant"	4919
"http://rdf.freebase.com/ns/en.trang_province"	"Trang Province"	4917.5
"http://rdf.freebase.com/ns/en.louga_department"	"Louga Department"	4911
"http://rdf.freebase.com/ns/en.fremont_county"	"Fremont County"	4910.6174572
"http://rdf.freebase.com/ns/en.lope_national_park"	"Lopé National Park"	4910
"http://rdf.freebase.com/ns/en.douglas_ranges"	"Douglas Ranges"	4900
"http://rdf.freebase.com/ns/en.makat_district"	"Makat District"	4900
"http://rdf.freebase.com/ns/en.iosco_county"	"Iosco County"	4897.66751665
"http://rdf.freebase.com/ns/en.imbabura_province"	"Imbabura"	4896
"http://rdf.freebase.com/ns/en.huaura_province"	"Huaura Province"	4891.92
"http://rdf.freebase.com/ns/en.north_cachar_hills"	"Dima Hasao district"	4890
"http://rdf.freebase.com/ns/en.ochoco_mountains"	"Ochoco Mountains"	4889
"http://rdf.freebase.com/ns/en.wuchuan_county"	"Wuchuan County, Inner Mongolia"	4885
"http://rdf.freebase.com/ns/en.prey_veng_province"	"Prey Veng Province"	4883
"http://rdf.freebase.com/ns/en.schoolcraft_county"	"Schoolcraft County"	4879.53759987
"http://rdf.freebase.com/ns/en.morelos"	"Morelos"	4879
"http://rdf.freebase.com/ns/en.summit_county_utah"	"Summit County"	4874.35762365
"http://rdf.freebase.com/ns/en.kampot_province"	"Kampot Province"	4873
"http://rdf.freebase.com/ns/en.clackamas_county"	"Clackamas County"	4866.58765932
"http://rdf.freebase.com/ns/en.dakshina_kannada"	"Dakshina Kannada"	4866
"http://rdf.freebase.com/ns/en.chong_alay_district"	"Chong-Alay District"	4857
"http://rdf.freebase.com/ns/en.becharof_national_wildlife_refuge"	"Becharof National Wildlife Refuge"	4856.232
"http://rdf.freebase.com/ns/m.080p9r_"	"Steese National Conservation Area"	4856.232
"http://rdf.freebase.com/ns/en.madoua_department"	"Madaoua Department"	4856
"http://rdf.freebase.com/ns/m.04yd50n"	"Juárez Municipality, Chihuahua"	4853
"http://rdf.freebase.com/ns/en.coimbatore_district"	"Coimbatore district"	4850
"http://rdf.freebase.com/ns/en.lujan_de_cuyo_department"	"Luján de Cuyo Department"	4847
"http://rdf.freebase.com/ns/en.musselshell_county"	"Musselshell County"	4845.86775444
"http://rdf.freebase.com/ns/en.judith_basin_county"	"Judith Basin County"	4845.86775444
"http://rdf.freebase.com/ns/en.jackson_county_south_dakota"	"Jackson County"	4845.86775444
"http://rdf.freebase.com/ns/en.anambra_state"	"Anambra State"	4844
"http://rdf.freebase.com/ns/en.grand_county"	"Grand County"	4843.27776633
"http://rdf.freebase.com/ns/en.county_donegal"	"County Donegal"	4841
"http://rdf.freebase.com/ns/en.mole_national_park"	"Mole National Park"	4840
"http://rdf.freebase.com/ns/en.apolobamba_integrated_management_natural_area"	"Apolobamba Integrated Management Natural Area"	4837.43
"http://rdf.freebase.com/ns/en.ouest_department"	"Ouest Department"	4827
"http://rdf.freebase.com/ns/en.city_of_wagga_wagga"	"City of Wagga Wagga"	4823.92
"http://rdf.freebase.com/ns/en.sweet_grass_county"	"Sweet Grass County"	4822.55786145
"http://rdf.freebase.com/ns/en.bohol"	"Bohol"	4820.95
"http://rdf.freebase.com/ns/en.kurunegala"	"Kurunegala"	4816
"http://rdf.freebase.com/ns/en.jefferson_county_new_york"	"Jefferson County"	4809.60792089
"http://rdf.freebase.com/ns/en.maranon_province"	"Marañón Province"	4801.5
"http://rdf.freebase.com/ns/en.ankeniheny_zahamena_reserve"	"Ankeniheny-Zahamena Reserve"	4800
"http://rdf.freebase.com/ns/m.04ybgy2"	"Cuencamé Municipality"	4797.6
"http://rdf.freebase.com/ns/en.manitoulin_district_ontario"	"Manitoulin District"	4796
"http://rdf.freebase.com/ns/en.elbert_county_colorado"	"Elbert County"	4794.06799223
"http://rdf.freebase.com/ns/en.douglas_county_washington"	"Douglas County"	4788.88801601
"http://rdf.freebase.com/ns/en.wuxi"	"Wuxi"	4787.61
"http://rdf.freebase.com/ns/en.greenlee_county"	"Greenlee County"	4786.2980279
"http://rdf.freebase.com/ns/en.province_of_brescia"	"Province of Brescia"	4784
"http://rdf.freebase.com/ns/en.sambava_district"	"Sambava District"	4780
"http://rdf.freebase.com/ns/en.logan_county_colorado"	"Logan County"	4778.52806357
"http://rdf.freebase.com/ns/en.nias"	"Nias"	4771
"http://rdf.freebase.com/ns/en.cimarron_county"	"Cimarron County"	4768.16811113
"http://rdf.freebase.com/ns/en.powiat_ucki_ii_rp"	"Powiat Łucki - II RP"	4767
"http://rdf.freebase.com/ns/en.braila_county"	"Brăila County"	4766
"http://rdf.freebase.com/ns/en.prachinburi_province"	"Prachinburi Province"	4762.4
"http://rdf.freebase.com/ns/en.pasco_province"	"Pasco Province"	4758.57
"http://rdf.freebase.com/ns/en.hradec_kralove_region"	"Hradec Králové Region"	4758
"http://rdf.freebase.com/ns/en.petrolina"	"Petrolina"	4756.8
"http://rdf.freebase.com/ns/en.allegan_county"	"Allegan County"	4747.44820625
"http://rdf.freebase.com/ns/en.la_union_province_peru"	"La Unión Province, Peru"	4746.4
"http://rdf.freebase.com/ns/en.county_kerry"	"County Kerry"	4746
"http://rdf.freebase.com/ns/en.coos_county_new_hampshire"	"Coos County"	4742.26823003
"http://rdf.freebase.com/ns/en.scottish_borders"	"Scottish Borders"	4732
"http://rdf.freebase.com/ns/en.haakon_county"	"Haakon County"	4731.90827758
"http://rdf.freebase.com/ns/en.liaoyang"	"Liaoyang"	4731
"http://rdf.freebase.com/ns/en.yangudi_rassa_national_park"	"Yangudi Rassa National Park"	4730
"http://rdf.freebase.com/ns/en.wakayama_prefecture"	"Wakayama Prefecture"	4725.67
"http://rdf.freebase.com/ns/en.lombok"	"Lombok"	4725
"http://rdf.freebase.com/ns/en.chanchamayo_province"	"Chanchamayo Province"	4723.4
"http://rdf.freebase.com/ns/en.shire_of_kulin"	"Shire of Kulin"	4713.7
"http://rdf.freebase.com/ns/en.beaver_county_oklahoma"	"Beaver County"	4708.59838459
"http://rdf.freebase.com/ns/en.krabi_province"	"Krabi Province"	4708.5
"http://rdf.freebase.com/ns/en.miri"	"Miri"	4707.1
"http://rdf.freebase.com/ns/en.north_waziristan"	"North Waziristan"	4707
"http://rdf.freebase.com/ns/en.san_miguel_el_grande"	"San Miguel El Grande"	4705
"http://rdf.freebase.com/ns/en.ulaanbaatar"	"Ulan Bator"	4704.4
"http://rdf.freebase.com/ns/en.cassowary_coast_regional_council"	"Cassowary Coast Region"	4701.3
"http://rdf.freebase.com/ns/en.staaten_river_national_park"	"Staaten River National Park"	4700
"http://rdf.freebase.com/ns/en.shortandy_district"	"Shortandy District"	4700
"http://rdf.freebase.com/ns/en.gurpinar"	"Gürpınar (District), Van"	4700
"http://rdf.freebase.com/ns/en.byrlyn"	"Byrlyn"	4696
"http://rdf.freebase.com/ns/en.marshall_county"	"Marshall County"	4695.64844404
"http://rdf.freebase.com/ns/en.ozark_st_francis_national_forest"	"Ozark–St. Francis National Forest"	4693.552
"http://rdf.freebase.com/ns/en.anand_district"	"Anand district"	4690
"http://rdf.freebase.com/ns/en.canatlan"	"Canatlán Municipality"	4686.1
"http://rdf.freebase.com/ns/en.trabzon"	"Trabzon"	4685
"http://rdf.freebase.com/ns/en.hamilton_county_new_york"	"Hamilton County"	4682.69850349
"http://rdf.freebase.com/ns/en.river_mersey"	"River Mersey"	4680
"http://rdf.freebase.com/ns/en.pierce_county"	"Pierce County"	4677.51852727
"http://rdf.freebase.com/ns/en.coos_county"	"Coos County"	4677.51852727
"http://rdf.freebase.com/ns/en.stillwater_county"	"Stillwater County"	4674.92853916
"http://rdf.freebase.com/ns/en.mancio_lima"	"Mâncio Lima"	4672
"http://rdf.freebase.com/ns/en.diamare"	"Diamaré"	4665
"http://rdf.freebase.com/ns/en.pudukkottai_district"	"Pudukkottai district"	4663
"http://rdf.freebase.com/ns/en.weixi_lisu_autonomous_county"	"Weixi Lisu Autonomous County"	4661
"http://rdf.freebase.com/ns/en.caribou_county"	"Caribou County"	4659.38861049
"http://rdf.freebase.com/ns/en.gadag_district"	"Gadag district"	4656
"http://rdf.freebase.com/ns/en.duval_county_texas"	"Duval County"	4651.61864616
"http://rdf.freebase.com/ns/en.alcona_county"	"Alcona County"	4638.66870561
"http://rdf.freebase.com/ns/en.jefferson_county_oregon"	"Jefferson County"	4638.66870561
"http://rdf.freebase.com/ns/en.north_luangwa_national_park"	"North Luangwa National Park"	4636
"http://rdf.freebase.com/ns/en.iakora_district"	"Iakora District"	4633
"http://rdf.freebase.com/ns/en.el_dorado_county"	"El Dorado County"	4630.89874128
"http://rdf.freebase.com/ns/en.huangshi"	"Huangshi"	4630
"http://rdf.freebase.com/ns/en.kiowa_county"	"Kiowa County"	4625.71876506
"http://rdf.freebase.com/ns/en.nzerekore_prefecture"	"Nzérékoré Prefecture"	4625
"http://rdf.freebase.com/ns/m.06w86gr"	"Rongshui Miao Autonomous County"	4624.21
"http://rdf.freebase.com/ns/en.thoothukudi_district"	"Thoothukudi district"	4621
"http://rdf.freebase.com/ns/en.yilan_heilongjiang"	"Yilan"	4616
"http://rdf.freebase.com/ns/en.spokane_county"	"Spokane County"	4612.76882451
"http://rdf.freebase.com/ns/en.cheyenne_county_colorado"	"Cheyenne County"	4612.76882451
"http://rdf.freebase.com/ns/en.kyoto_prefecture"	"Kyoto Prefecture"	4612.71
"http://rdf.freebase.com/ns/en.mampikony_district"	"Mampikony District"	4611
"http://rdf.freebase.com/ns/en.madrid_metropolitan_area"	"Madrid metropolitan area"	4609.7
"http://rdf.freebase.com/ns/en.raebareli"	"Raebareli"	4609
"http://rdf.freebase.com/ns/en.chatkal_district"	"Chatkal District"	4608
"http://rdf.freebase.com/ns/en.harris_county"	"Harris County"	4604.99886018
"http://rdf.freebase.com/ns/en.bocas_del_toro_province"	"Bocas del Toro Province"	4601
"http://rdf.freebase.com/ns/en.lake_of_the_woods_county"	"Lake of the Woods County"	4597.22889585
"http://rdf.freebase.com/ns/en.bale"	"Balé Province"	4595
"http://rdf.freebase.com/ns/en.aksaray"	"Aksaray"	4589
"http://rdf.freebase.com/ns/en.rybinsk_reservoir"	"Rybinsk Reservoir"	4580
"http://rdf.freebase.com/ns/en.sonoma_county"	"Sonoma County"	4579.09897907
"http://rdf.freebase.com/ns/en.cass_county_north_dakota"	"Cass County"	4579.09897907
"http://rdf.freebase.com/ns/en.mansehra_district"	"Mansehra District"	4579
"http://rdf.freebase.com/ns/en.aksy_district"	"Aksy District"	4578
"http://rdf.freebase.com/ns/en.canete_province"	"Cañete Province"	4577.16
"http://rdf.freebase.com/ns/en.colon_province"	"Colón Province"	4575.5
"http://rdf.freebase.com/ns/en.dongshan_district_hegang"	"Dongshan District, Hegang"	4575
